Genus_name	Division_name
Biemna	Invertebrates
Diposis	Plants and Fungi
Drusa	Plants and Fungi
Homalocarpus	Plants and Fungi
Oschatzia	Plants and Fungi
Neosciadium	Plants and Fungi
Pozoa	Plants and Fungi
Domeykoa	Plants and Fungi
Asteriscium	Plants and Fungi
Metadesmolaimus	Invertebrates
Paracyatholaimus	Invertebrates
Tobrilus	Invertebrates
Tridentulus	Invertebrates
Tylolaimophorus	Invertebrates
Sclerolinon	Plants and Fungi
Diporidium	Plants and Fungi
Aristogeitonia	Plants and Fungi
Chondrostylis	Plants and Fungi
Necepsia	Plants and Fungi
Trigonopleura	Plants and Fungi
Dasylepis	Plants and Fungi
Psychopterys	Plants and Fungi
Amorphomonas	Bacteria
Aeria	Invertebrates
Athesis	Invertebrates
Episcada	Invertebrates
Epityches	Invertebrates
Forbestra	Invertebrates
Heterosais	Invertebrates
Hyalenna	Invertebrates
Mcclungia	Invertebrates
Megoleria	Invertebrates
Olyras	Invertebrates
Patricia	Invertebrates
Placidina	Invertebrates
Sais	Invertebrates
Veladyris	Invertebrates
Bantua	Invertebrates
Cyrtotria	Invertebrates
Perisphaeria	Invertebrates
Derocalymma	Invertebrates
Aptera	Invertebrates
Norwegian	Viruses
Ruminobacillus	Bacteria
Lysiosquillina	Invertebrates
Cypholophus	Plants and Fungi
Discocnide	Plants and Fungi
Droguetia	Plants and Fungi
Forsskaolea	Plants and Fungi
Gesnouinia	Plants and Fungi
Lecanthus	Plants and Fungi
Pouzolzia	Plants and Fungi
Chlamydophila	Bacteria
Ditrupa	Invertebrates
Triton	Vertebrates
Filograna	Invertebrates
Salmacina	Invertebrates
Spirobranchus	Invertebrates
Vermiliopsis	Invertebrates
Macrohilum	Plants and Fungi
Satchmopsis	Plants and Fungi
Cladoriella	Plants and Fungi
Fulvoflamma	Plants and Fungi
Laxta	Invertebrates
Heterocephalobellus	Invertebrates
Metacrobeles	Invertebrates
Stegelleta	Invertebrates
Ampelopsis	Plants and Fungi
Pterisanthes	Plants and Fungi
Enicognathus	Vertebrates
Passalacarus	Invertebrates
Diarthrophallus	Invertebrates
Uroobovella	Invertebrates
Hypleurochilus	Vertebrates
Baikaloasellus	Invertebrates
Trigonostigma	Vertebrates
Metriorrhynchini	Invertebrates
Cautiromimus	Invertebrates
Cladophorus	Invertebrates
Porrostoma	Invertebrates
Northern	Viruses
Pelecyora	Invertebrates
Kartchner	Bacteria
Tivela	Invertebrates
Costacallista	Invertebrates
Lioconcha	Invertebrates
Hyphantosoma	Invertebrates
Megapitaria	Invertebrates
Gomphina	Invertebrates
Eurhomalea	Invertebrates
Irus	Invertebrates
Katelysia	Invertebrates
Venerupis	Invertebrates
Antigona	Invertebrates
Placamen	Invertebrates
Lirophora	Invertebrates
Circe	Invertebrates
Gafrarium	Invertebrates
Compsomyax	Invertebrates
Gemma	Invertebrates
Parastarte	Invertebrates
Petricola	Invertebrates
Petricolaria	Invertebrates
Turtonia	Invertebrates
Glauconome	Invertebrates
Diastolaimus	Invertebrates
Macrolaimus	Invertebrates
Macrolaimellus	Invertebrates
Nematoda	Invertebrates
Ladakiella	Plants and Fungi
Euclidium	Plants and Fungi
Protaphis	Invertebrates
Toxopterina	Invertebrates
Melanaphis	Invertebrates
Cryptoleucopteryx	Vertebrates
Morphnarchus	Vertebrates
Pseudoziziphus	Plants and Fungi
Teia	Invertebrates
Leptoscyphus	Plants and Fungi
Pachyglossa	Plants and Fungi
Polypogon	Plants and Fungi
Notadusta	Invertebrates
Ficadusta	Invertebrates
Cervine	Viruses
Chameleon	Viruses
Croceitalea	Bacteria
'Alstroemeria	Bacteria
Taifanglania	Plants and Fungi
Constitutive	Synthetic and Chimeric
Diaxonella	Invertebrates
Epicarchesium	Invertebrates
Litonotus	Invertebrates
Dosidicus	Invertebrates
Coralliozetus	Vertebrates
Echinicola	Bacteria
Megacephala	Invertebrates
Grammognatha	Invertebrates
Strobilomyia	Invertebrates
Amorphospermum	Plants and Fungi
Sebertia	Plants and Fungi
Van-royena	Plants and Fungi
rufifrons	Invertebrates
Ocys	Invertebrates
Lathrobium	Invertebrates
Microlestes	Invertebrates
Notaris	Invertebrates
Plegaderus	Invertebrates
Betalipothrixvirus	Phages
Averyella	Bacteria
Dermabacteraceae	Bacteria
Dermacoccaceae	Bacteria
Dietziaceae	Bacteria
Sugar	Viruses
Agathidium	Invertebrates
Aloconota	Invertebrates
Alosterna	Invertebrates
Amischa	Invertebrates
Anthicus	Invertebrates
Anthobium	Invertebrates
Astenus	Invertebrates
Atrecus	Invertebrates
Autalia	Invertebrates
Bryaxis	Invertebrates
Cephennium	Invertebrates
Cerylon	Invertebrates
Corticarina	Invertebrates
Crypticus	Invertebrates
Cryptopleurum	Invertebrates
Cymbiodyta	Invertebrates
Cypha	Invertebrates
Deinopsis	Invertebrates
Jamesmcgillvirus	Phages
Demetrias	Invertebrates
Dexiogyia	Invertebrates
Dinaraea	Invertebrates
Eledona	Invertebrates
Elodes	Invertebrates
Euplectus	Invertebrates
Gabrius	Invertebrates
Geostiba	Invertebrates
Gnorimus	Invertebrates
Grammoptera	Invertebrates
Agaricochara	Invertebrates
Halyzia	Invertebrates
Hermaeophaga	Invertebrates
Holoparamecus	Invertebrates
Hypomedon	Invertebrates
Laccobius	Invertebrates
Leptacinus	Invertebrates
Leptusa	Invertebrates
Lithocharis	Invertebrates
Lordithon	Invertebrates
Medon	Invertebrates
Megasternum	Invertebrates
Nehemitropia	Invertebrates
Nemadus	Invertebrates
Nephus	Invertebrates
Neuraphes	Invertebrates
Ochina	Invertebrates
Ocyusa	Invertebrates
Olophrum	Invertebrates
Omalium	Invertebrates
Orthoperus	Invertebrates
Othius	Invertebrates
Paratachys	Invertebrates
Phloeopora	Invertebrates
Platystethus	Invertebrates
Plectophloeus	Invertebrates
Pogonocherus	Invertebrates
Poophagus	Invertebrates
Prionychus	Invertebrates
Pseudotriphyllus	Invertebrates
Ptenidium	Invertebrates
Rhamphus	Invertebrates
Rhyzobius	Invertebrates
Rugilus	Invertebrates
Sepedophilus	Invertebrates
Stomis	Invertebrates
Tasgius	Invertebrates
Telmatophilus	Invertebrates
Thamiaraea	Invertebrates
Thanatophilus	Invertebrates
Tytthaspis	Invertebrates
Alexia	Invertebrates
Saharolana	Invertebrates
Lamprolaima	Vertebrates
Zobellella	Bacteria
Pseudochermes	Invertebrates
Nasutapis	Invertebrates
Gelechiinae	Invertebrates
Teleiodini	Invertebrates
Batrachedra	Invertebrates
Coleophora	Invertebrates
Triclonella	Invertebrates
Tonlesapia	Vertebrates
Walshia	Invertebrates
Sitotroga	Invertebrates
Gelechia	Invertebrates
Paralita	Invertebrates
Filatima	Invertebrates
Dichomeris	Invertebrates
Landryia	Invertebrates
Scythris	Invertebrates
Antaeotricha	Invertebrates
Oegoconia	Invertebrates
Decantha	Invertebrates
Psilocorsis	Invertebrates
Actinomycetaceae	Bacteria
Mathildana	Invertebrates
Ethmia	Invertebrates
Nites	Invertebrates
Pigritia	Invertebrates
Hypatopa	Invertebrates
Torrentaria	Plants and Fungi
Pseudorhynchostegiella	Plants and Fungi
Aphragmus	Plants and Fungi
Borodinia	Plants and Fungi
Lignariella	Plants and Fungi
Himacerus	Invertebrates
Prostemma	Invertebrates
Antopetitia	Plants and Fungi
Podolotus	Plants and Fungi
Pseudolotus	Plants and Fungi
Arachnocoris	Invertebrates
Pneophyllum	Plants and Fungi
Kathetostoma	Vertebrates
Dicraeanthus	Plants and Fungi
Djinga	Plants and Fungi
Ledermanniella	Plants and Fungi
Inversodicraea	Plants and Fungi
Pachydictyum	Invertebrates
Non-geniculate	Plants and Fungi
Rhodolith	Plants and Fungi
Sterile	Plants and Fungi
Sartidia	Plants and Fungi
Cancellidium	Plants and Fungi
Diaea	Invertebrates
Mecaphesa	Invertebrates
Misumenops	Invertebrates
Nebraska	Bacteria
Ciliata	Vertebrates
Syncystis	Invertebrates
Chromerida	Invertebrates
Propionicicella	Bacteria
Corvomeyenia	Invertebrates
Batkoa	Plants and Fungi
Massospora	Plants and Fungi
Protaetia	Invertebrates
Podosesia	Invertebrates
Vitacea	Invertebrates
Melittia	Invertebrates
Lopinga	Invertebrates
Gyna	Invertebrates
Elliptorhina	Invertebrates
Pseudelephantopus	Viruses
Phaeacidiphilus	Bacteria
Megalaima	Vertebrates
Desulfovirgula	Bacteria
Echthrogaleus	Invertebrates
Sphyrion	Invertebrates
Cryptocheiridium	Invertebrates
Protochelifer	Invertebrates
Parvulago	Plants and Fungi
Doratosepion	Invertebrates
Pictolejeunea	Plants and Fungi
Prionolejeunea	Plants and Fungi
Argocoffeopsis	Plants and Fungi
Sericanthe	Plants and Fungi
Xantonnea	Plants and Fungi
Canephora	Plants and Fungi
Ptychomniaceae	Plants and Fungi
Micavibrio	Bacteria
Thelephorales	Plants and Fungi
Shuttle/allelic-replacement	Synthetic and Chimeric
Shuttle/suicide	Synthetic and Chimeric
Macrorhabdus	Plants and Fungi
Paracreptotrematina	Invertebrates
Polylekithum	Invertebrates
Krasilnikovia	Bacteria
Luedemannella	Bacteria
Tranzscheliella	Plants and Fungi
Semiaquilegia	Plants and Fungi
Athalamia	Plants and Fungi
Antarctomysis	Invertebrates
Iberian	Viruses
Encephalopathy	Viruses
Xiurenbagrus	Vertebrates
Khafr(Iran)	Bacteria
Neyriz(Iran)	Bacteria
Iranian	Bacteria
Firoozabad	Bacteria
Juyom(Iran)	Bacteria
Cryptoplagiochila	Plants and Fungi
Parapristipoma	Vertebrates
Plectorhinchus	Vertebrates
Promethichthys	Vertebrates
Pseudocaranx	Vertebrates
Pseudotolithus	Vertebrates
Fredericella	Invertebrates
Oncaea	Invertebrates
Bullimus	Rodents
Soyauxia	Plants and Fungi
Crateromys	Rodents
Crunomys	Rodents
Limnomys	Rodents
Tarsomys	Rodents
Pezizaceae	Plants and Fungi
Carpomys	Rodents
Sneathiella	Bacteria
Brooklawnia	Bacteria
Fig	Viruses
Basidiopycnis	Plants and Fungi
Proceropycnis	Plants and Fungi
Tachiramantis	Vertebrates
Petasina	Invertebrates
Raeticella	Invertebrates
Hyalinella	Invertebrates
Lophopus	Invertebrates
Pectinatella	Invertebrates
Asajirella	Invertebrates
Himar1-delivery	Synthetic and Chimeric
Nematodes	Invertebrates
Omalisus	Invertebrates
Aplotarsus	Invertebrates
Arrhipis	Invertebrates
Gorhamia	Invertebrates
Pterotarsus	Invertebrates
Inti	Plants and Fungi
Sauvetrea	Plants and Fungi
Dulacia	Plants and Fungi
Ongokea	Plants and Fungi
Erythropalum	Plants and Fungi
Maburea	Plants and Fungi
Urobotrya	Plants and Fungi
Nuytsia	Plants and Fungi
Nestronia	Plants and Fungi
Japanobotrychium	Plants and Fungi
Jodina	Plants and Fungi
Cervantesia	Plants and Fungi
marchantiophyte	Plants and Fungi
Mystaxiops	Invertebrates
Astathes	Invertebrates
Aurigamonas	Invertebrates
Disophrys	Invertebrates
Asteropus	Invertebrates
Amputoearinus	Invertebrates
Aneurobracon	Invertebrates
Austroearinus	Invertebrates
Crassomicrodus	Invertebrates
Hypsostypos	Invertebrates
Malasigalphus	Invertebrates
Mesocoelus	Invertebrates
Pharpa	Invertebrates
Plesiocoelus	Invertebrates
Sesioctonus	Invertebrates
Zacremnops	Invertebrates
Zamicrodus	Invertebrates
Cermatobius	Invertebrates
Pachyta	Invertebrates
Stenomitos	Bacteria
Purpuricenus	Invertebrates
Paraglenea	Invertebrates
Oscillibacter	Bacteria
Trichoferus	Invertebrates
Paucisalibacillus	Bacteria
Batocera	Invertebrates
Discurria	Invertebrates
Laspinema	Bacteria
Scurria	Invertebrates
Pseudokineococcus	Bacteria
Myriocoleopsis	Plants and Fungi
Nembrotha	Invertebrates
Notodoris	Invertebrates
Athyma	Invertebrates
Catposilia	Viruses
Moduza	Invertebrates
Chalinga	Invertebrates
Oncinotis	Plants and Fungi
Cratomelus	Invertebrates
Dasytinae	Invertebrates
Gibbium	Invertebrates
Brachygluta	Invertebrates
Orchesia	Invertebrates
Scirtes	Invertebrates
Tetramelas	Plants and Fungi
Ptomaphagus	Invertebrates
Martinezostes	Invertebrates
Neophonus	Invertebrates
Polycaon	Invertebrates
Geotalea	Bacteria
Microcara	Invertebrates
Chrysobothris	Invertebrates
Schizotus	Invertebrates
Atractocerus	Invertebrates
Corticeus	Invertebrates
Hybosorus	Invertebrates
Sphaeriestes	Invertebrates
Moss	Synthetic and Chimeric
Acanthopsetta	Vertebrates
Glyphanostomum	Invertebrates
Orthodonella	Invertebrates
Segonzacia	Invertebrates
Actinocephalus	Plants and Fungi
Blastocaulon	Plants and Fungi
Comanthera	Plants and Fungi
Pseudomuscari	Plants and Fungi
Parrot	Viruses
Amylobacillus	Bacteria
Pseudohemiculter	Vertebrates
Lesia	Plants and Fungi
Acervus	Plants and Fungi
Anthracobia	Plants and Fungi
Arpinia	Plants and Fungi
Boubovia	Plants and Fungi
Coprobia	Plants and Fungi
Jafnea	Plants and Fungi
Lazuardia	Plants and Fungi
Miladina	Plants and Fungi
Moravecia	Plants and Fungi
Pseudaleuria	Plants and Fungi
Psilopezia	Plants and Fungi
Pyronemataceae	Plants and Fungi
Pyropyxis	Plants and Fungi
Ramsbottomia	Plants and Fungi
Rhodoscypha	Plants and Fungi
Rhodotarzetta	Plants and Fungi
Sowerbyella	Plants and Fungi
Sphaerosporella	Plants and Fungi
Spooneromyces	Plants and Fungi
Hydnocystis	Plants and Fungi
Densocarpa	Plants and Fungi
Warcupia	Plants and Fungi
Chaetothiersia	Plants and Fungi
Limnophyton	Plants and Fungi
Allocassine	Plants and Fungi
Lauridia	Plants and Fungi
Lydenburgia	Plants and Fungi
Mystroxylon	Plants and Fungi
Pseudosalacia	Plants and Fungi
Robsonodendron	Plants and Fungi
Paetulunio	Invertebrates
Esomus	Vertebrates
Hyphodiscus	Plants and Fungi
Thereuopodina	Invertebrates
Madagassophora	Invertebrates
Pselliodes	Invertebrates
Locustogammarus	Invertebrates
Anisogammarus	Invertebrates
Jesogammarus	Invertebrates
Carineogammarus	Invertebrates
Spasskogammarus	Invertebrates
Octopupilla	Invertebrates
Lucioblivio	Invertebrates
Eoniphargus	Invertebrates
Barrowgammarus	Invertebrates
Mesogammarus	Invertebrates
Elephantid	Viruses
Trichechid	Viruses
Tubosaeta	Plants and Fungi
Sclerodermatoid	Plants and Fungi
Finkel-Biskis-Jinkins	Viruses
Chick	Viruses
Halostagnicola	Bacteria
Dendrophagus	Invertebrates
Boholia	Plants and Fungi
Cladoceras	Plants and Fungi
Omiltemia	Plants and Fungi
Paracephaelis	Plants and Fungi
Robbrechtia	Plants and Fungi
Schizocolea	Plants and Fungi
Schizostigma	Plants and Fungi
Steenisia	Plants and Fungi
Thecorchus	Plants and Fungi
Hedythyrsus	Plants and Fungi
Liebermannia	Plants and Fungi
Adenocalymma	Plants and Fungi
Amphilophium	Plants and Fungi
Anemopaegma	Plants and Fungi
Tanaecium	Plants and Fungi
Xylophragma	Plants and Fungi
Callichlamys	Plants and Fungi
Neojobertia	Plants and Fungi
Pachyptera	Plants and Fungi
Lundia	Plants and Fungi
Manaosella	Plants and Fungi
Mansoa	Plants and Fungi
Perianthomega	Plants and Fungi
Piriadacus	Plants and Fungi
Pleonotoma	Plants and Fungi
Potamoganos	Plants and Fungi
Pyrostegia	Plants and Fungi
Sampaiella	Plants and Fungi
Stizophyllum	Plants and Fungi
Tynanthus	Plants and Fungi
Variocladium	Plants and Fungi
UR2	Viruses
Coreoleuciscus	Vertebrates
Zeiraphera	Invertebrates
Thygater	Invertebrates
Coelioxoides	Invertebrates
Tetrapedia	Invertebrates
Mesocheira	Invertebrates
Dianthidium	Invertebrates
Paratetrapedia	Invertebrates
Lanthanomelissa	Invertebrates
Arenimonas	Bacteria
Vermistella	Invertebrates
Mechercharimyces	Bacteria
Spongiibacter	Bacteria
Immobile	Synthetic and Chimeric
Acropyga	Invertebrates
Anoplolepis	Invertebrates
Lepisiota	Invertebrates
Opisthopsis	Invertebrates
Perthia	Invertebrates
Uroctena	Invertebrates
Pseudochrobactrum	Bacteria
Niastella	Bacteria
Cardiostigma	Plants and Fungi
Cobana	Plants and Fungi
Fosteria	Plants and Fungi
Rigidella	Plants and Fungi
Sessilanthera	Plants and Fungi
Odoiporus	Invertebrates
Polytus	Invertebrates
Marsupiomonas	Plants and Fungi
Dinosperma	Plants and Fungi
Euodia	Plants and Fungi
Halfordia	Plants and Fungi
Orixa	Plants and Fungi
Pitaviaster	Plants and Fungi
Tetradium	Plants and Fungi
Pseudosphinx	Invertebrates
Citheronioides	Invertebrates
Periga	Invertebrates
Ibervillea	Plants and Fungi
Mucilaginibacter	Bacteria
Pyrginae	Invertebrates
Hesperiinae	Invertebrates
arctic	Bacteria
Achlyodes	Invertebrates
Eantis	Invertebrates
Aethilla	Invertebrates
Aguna	Invertebrates
Aides	Invertebrates
Anastrus	Invertebrates
Anisochoria	Invertebrates
Anthoptus	Invertebrates
Antigonus	Invertebrates
Apaustus	Invertebrates
Argon	Invertebrates
Aroma	Invertebrates
Arteurotia	Invertebrates
Artines	Invertebrates
Astraptes	Invertebrates
Atarnes	Invertebrates
Atrytonopsis	Invertebrates
Autochton	Invertebrates
Bungalotis	Invertebrates
Callimormus	Invertebrates
Camptopleura	Invertebrates
Carrhenes	Invertebrates
Carystina	Invertebrates
Carystoides	Invertebrates
Carystus	Invertebrates
Celaenorrhinus	Invertebrates
Cephise	Invertebrates
Chioides	Invertebrates
Chiomara	Invertebrates
Chrysoplectrum	Invertebrates
Clito	Invertebrates
Cobalopsis	Invertebrates
Cobalus	Invertebrates
Codatractus	Invertebrates
Cogia	Invertebrates
Conga	Invertebrates
Corticea	Invertebrates
Creonpyge	Invertebrates
Cycloglypha	Invertebrates
Cyclosemia	Invertebrates
Cymaenes	Invertebrates
Cynea	Invertebrates
Damas	Invertebrates
Dardarina	Invertebrates
Doberes	Invertebrates
Drephalys	Invertebrates
Dubiella	Invertebrates
Dyscophellus	Invertebrates
Ebrietas	Invertebrates
Elbella	Invertebrates
Entheus	Invertebrates
Epargyreus	Invertebrates
Eracon	Invertebrates
Euphyes	Invertebrates
Falga	Invertebrates
Flaccilla	Invertebrates
Gesta	Invertebrates
Gindanes	Invertebrates
Gorgythion	Invertebrates
Grais	Invertebrates
Helias	Invertebrates
Hyalothyrus	Invertebrates
Jemadia	Invertebrates
Joanna	Invertebrates
Jonaspyge	Invertebrates
Justinia	Invertebrates
Melanopyge	Invertebrates
Mictris	Invertebrates
Milanion	Invertebrates
Mnasicles	Invertebrates
Moeris	Invertebrates
Molo	Invertebrates
Morvina	Invertebrates
Mylon	Invertebrates
Myscelus	Invertebrates
Naevolus	Invertebrates
Narcosius	Invertebrates
Nascus	Invertebrates
Pseudonascus	Invertebrates
Neoxeniades	Invertebrates
Niconiades	Invertebrates
Noctuana	Invertebrates
Nyctelius	Invertebrates
Ouleus	Invertebrates
Oxynetra	Invertebrates
Oxynthes	Invertebrates
Paches	Invertebrates
Pachyneuria	Invertebrates
Panoquina	Invertebrates
Parelbella	Invertebrates
Parphorus	Invertebrates
Passova	Invertebrates
Pellicia	Invertebrates
Perichares	Invertebrates
Phanes	Invertebrates
Phanus	Invertebrates
Phareas	Invertebrates
Phocides	Invertebrates
Polyctor	Invertebrates
Polygonus	Invertebrates
Polythrix	Invertebrates
Potamanaxas	Invertebrates
Proteides	Invertebrates
Pyrrhopyge	Invertebrates
Pythonides	Invertebrates
Quadrus	Invertebrates
Quasimellana	Invertebrates
Rhinthon	Invertebrates
Ridens	Invertebrates
Salatis	Invertebrates
Sostrata	Invertebrates
Spathilepia	Invertebrates
Synale	Invertebrates
Synapte	Invertebrates
Talides	Invertebrates
Telemiades	Invertebrates
Telles	Invertebrates
Thessia	Invertebrates
Thracides	Invertebrates
Timochreon	Invertebrates
Tromba	Invertebrates
Turesis	Invertebrates
Typhedanus	Invertebrates
Udranomia	Invertebrates
Vacerra	Invertebrates
Venada	Invertebrates
Vertica	Invertebrates
Vettius	Invertebrates
Xenophanes	Invertebrates
Yanguna	Invertebrates
Zera	Invertebrates
Foetid	Viruses
Amphritea	Bacteria
Rtpvirus	Phages
Brachyplatys	Invertebrates
Coptosoma	Invertebrates
Bruneria	Invertebrates
Aeropedellus	Invertebrates
Ramburiella	Invertebrates
Xerohippus	Invertebrates
Achurum	Invertebrates
Ageneotettix	Invertebrates
Aulocara	Invertebrates
Cordillacris	Invertebrates
Stethophyma	Invertebrates
Ptygonotus	Invertebrates
Duroniella	Invertebrates
Phlibostroma	Invertebrates
Chloealtis	Invertebrates
Aenasius	Invertebrates
Encyrtus	Invertebrates
Pseudaphycus	Invertebrates
Leuresthes	Vertebrates
Argyrodiaptomus	Invertebrates
Notodiaptomus	Invertebrates
Acanthocoris	Invertebrates
Cornipulvina	Plants and Fungi
Erythromada	Plants and Fungi
Ombronesus	Plants and Fungi
Cyrtopeltis	Invertebrates
Nesidiocoris	Invertebrates
Pleorchis	Invertebrates
Bauerago	Plants and Fungi
Tormopsolus	Invertebrates
Leucopeza	Vertebrates
Diplorchis	Invertebrates
Parapolystoma	Invertebrates
Calyptrophora	Invertebrates
Parastenella	Invertebrates
Easonobius	Invertebrates
Hemiaspis	Vertebrates
Parahydrophis	Vertebrates
Andebbia	Plants and Fungi
Aroramyces	Plants and Fungi
Austrogautieria	Plants and Fungi
Calvarula	Plants and Fungi
Castoreum	Plants and Fungi
Chondrogaster	Plants and Fungi
Claustula	Plants and Fungi
Gelopellis	Plants and Fungi
Gummiglobus	Plants and Fungi
Hallingea	Plants and Fungi
Statesia	Plants and Fungi
Kjeldsenia	Plants and Fungi
Laternea	Plants and Fungi
Malajczukia	Plants and Fungi
Mesophellia	Plants and Fungi
Nothocastoreum	Plants and Fungi
Phallobata	Plants and Fungi
Phallogaster	Plants and Fungi
Phlebogaster	Plants and Fungi
Sclerogaster	Plants and Fungi
Trappea	Plants and Fungi
Hydrelaps	Vertebrates
Gnorimoschema	Invertebrates
Fars(Iran)	Bacteria
Yazd(Iran)	Bacteria
Mobarakabad(Iran)	Bacteria
Bereijan(Iran)	Bacteria
Kavar(Iran)	Bacteria
Zarghan(Iran)	Bacteria
[Salsola]	Plants and Fungi
Wuhan	Viruses
Helicodiscus	Invertebrates
Glyptophysa	Invertebrates
Striadorbis	Invertebrates
Plectostoma	Invertebrates
Gonista	Invertebrates
Carsula	Invertebrates
Haddadus	Vertebrates
Strabomantis	Vertebrates
Ischnocnema	Vertebrates
Alcalus	Vertebrates
Alexteroon	Vertebrates
Aphantophryne	Vertebrates
Arenophryne	Vertebrates
Barycholos	Vertebrates
Calluella	Vertebrates
Astrotrichilia	Plants and Fungi
Cabralea	Plants and Fungi
Humbertioturraea	Plants and Fungi
Lepidotrichilia	Plants and Fungi
Naregamia	Plants and Fungi
Pseudobersama	Plants and Fungi
Pseudocarapa	Plants and Fungi
Pseudocedrela	Plants and Fungi
Pseudoclausena	Plants and Fungi
Sandoricum	Plants and Fungi
Choerophryne	Vertebrates
Ctenophryne	Vertebrates
Genyophryne	Vertebrates
Geocrinia	Vertebrates
Heleioporus	Vertebrates
Metacrinia	Vertebrates
Papurana	Vertebrates
Paracrinia	Vertebrates
Paratelmatobius	Vertebrates
Scythrophrys	Vertebrates
Spicospina	Vertebrates
Synapturanus	Vertebrates
Werneria	Vertebrates
Wolterstorffina	Vertebrates
Liophryne	Vertebrates
Dasypops	Vertebrates
Quorum	Synthetic and Chimeric
Receiver	Synthetic and Chimeric
Sender	Synthetic and Chimeric
Lophiotoma	Invertebrates
Pheretimoid	Invertebrates
Mytella	Invertebrates
Unionid	Invertebrates
Limnoperna	Invertebrates
Mesomyzostoma	Invertebrates
Endomyzostoma	Invertebrates
Hypomyzostoma	Invertebrates
Asteromyzostomum	Invertebrates
Protomyzostomum	Invertebrates
Cavolinia	Invertebrates
Cuvierina	Invertebrates
Clio	Invertebrates
Telodiacria	Invertebrates
Spongiobranchaea	Invertebrates
Pneumoderma	Invertebrates
Syphonota	Invertebrates
Creseis	Invertebrates
Gastropteron	Invertebrates
Molina	Invertebrates
Pilbarus	Invertebrates
Halosphaeriaceae	Plants and Fungi
Manciola	Vertebrates
Panopa	Vertebrates
Pluteaceae	Plants and Fungi
Chnoospora	Plants and Fungi
Albimonas	Bacteria
Leeia	Bacteria
Mnasitheus	Invertebrates
Porphyrogenes	Invertebrates
Spioniades	Invertebrates
Tigasis	Invertebrates
Parajulis	Vertebrates
Pseudulvella	Plants and Fungi
Alcadia	Invertebrates
Celtodoryx	Invertebrates
Ishikawaella	Bacteria
Alloscardovia	Bacteria
Asteromyia	Invertebrates
Peruvian	Viruses
Symbiotic	Invertebrates
Rhopalonychus	Invertebrates
Ancyronyx	Invertebrates
Potamophilinus	Invertebrates
Dubiraphia	Invertebrates
Valseutypella	Plants and Fungi
Meseres	Invertebrates
Montifringilla	Vertebrates
Onychostruthus	Vertebrates
Crenetermes	Invertebrates
Pseudochitinopoma	Invertebrates
Crucigera	Invertebrates
Circeis	Invertebrates
Paradexiospira	Invertebrates
Janua	Invertebrates
Neodexiospira	Invertebrates
Eulaeospira	Invertebrates
Sclerostagonospora	Plants and Fungi
Metalaeospira	Invertebrates
Paralaeospira	Invertebrates
Protolaeospira	Invertebrates
Auriculoscypha	Plants and Fungi
Uredinella	Plants and Fungi
Jola	Plants and Fungi
Romanchella	Invertebrates
Amplicaria	Invertebrates
Vinearia	Invertebrates
Bushiella	Invertebrates
Jugaria	Invertebrates
Simplaria	Invertebrates
Neohemsleya	Plants and Fungi
Aningeria	Plants and Fungi
Sarcaulus	Plants and Fungi
Ceroprepes	Invertebrates
Chydaekata	Invertebrates
Siccibacter	Bacteria
Franconibacter	Bacteria
fruit	Bacteria
Acantopsis	Vertebrates
Vaillantella	Vertebrates
Uroplatus	Vertebrates
Ebenavia	Vertebrates
Nautalvinella	Invertebrates
Halocafeteria	Plants and Fungi
slossonae	Invertebrates
parnassum	Invertebrates
Luetkea	Plants and Fungi
Hypsibarbus	Vertebrates
Poropuntius	Vertebrates
Linurgus	Vertebrates
Lophospingus	Vertebrates
Iceland	Bacteria
Marguerite	Bacteria
Sumac	Bacteria
Porcelain	Bacteria
Dineutus	Invertebrates
Porrorhynchus	Invertebrates
Ektaphelenchoides	Invertebrates
Hydropodia	Plants and Fungi
Gaimardia	Plants and Fungi
Cephalobidae	Invertebrates
Lithotoma	Plants and Fungi
Henon	Bacteria
Ostracodinium	Invertebrates
Enoploplastron	Invertebrates
Eremoplastron	Invertebrates
Anoplodinium	Invertebrates
Syrah	Bacteria
Tetratostichococcus	Plants and Fungi
Alepidea	Plants and Fungi
Rhytidocystis	Invertebrates
Sarcostroma	Plants and Fungi
Eurygonias	Invertebrates
Asthenactis	Invertebrates
Cyrillia	Invertebrates
Laevipilina	Invertebrates
chironomid	Bacteria
Gliocephalotrichum	Plants and Fungi
Dorycera	Invertebrates
Bunias	Plants and Fungi
Degenia	Plants and Fungi
Fibigia	Plants and Fungi
Tetracme	Plants and Fungi
Komvophoron	Bacteria
Abarque(Iran)	Bacteria
Bushehr(Iran)	Bacteria
Roodan(Iran)	Bacteria
Parabasalian	Invertebrates
Methanoregula	Bacteria
Tarsiger	Vertebrates
Dampia	Invertebrates
Saprosma	Plants and Fungi
Berkleasmium	Plants and Fungi
Anelpistina	Invertebrates
Cubacubana	Invertebrates
Prosthecina	Invertebrates
Pseudisotoma	Invertebrates
Antarctophorus	Invertebrates
Chaetotyphula	Plants and Fungi
Actiniceps	Plants and Fungi
Paracalliope	Invertebrates
Hesiolyra	Invertebrates
Alcyoniid	Invertebrates
Cicindelidae	Environmental samples
Cecidomyiidae	Environmental samples
Kalotermitidae	Environmental samples
Phasmarhabditis	Invertebrates
Borazjan(Iran)	Bacteria
