qseqid	stitle
TRINITY_DN1665_c1_g1_i3	PREDICTED: probable WRKY transcription factor 11 [Fragaria vesca subsp. vesca]
TRINITY_DN16703_c0_g1_i2	PREDICTED: nuclear transcription factor Y subunit B-3-like [Fragaria vesca subsp. vesca]
TRINITY_DN16710_c1_g1_i2	PREDICTED: transcription factor PCL1 [Fragaria vesca subsp. vesca]
TRINITY_DN1673_c0_g1_i4	PREDICTED: transcription factor AS1-like [Fragaria vesca subsp. vesca]
TRINITY_DN1674_c0_g2_i4	transcription factor ERF58 [Fragaria x ananassa]
TRINITY_DN1680_c0_g1_i5	PREDICTED: transcription factor UNE10 [Fragaria vesca subsp. vesca]
TRINITY_DN1680_c1_g1_i1	PREDICTED: transcription factor PIF7 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN16977_c0_g2_i7	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN16991_c0_g1_i6	PREDICTED: ethylene-responsive transcription factor 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN17050_c0_g1_i6	PREDICTED: transcription factor DIVARICATA [Fragaria vesca subsp. vesca]
TRINITY_DN17076_c0_g1_i4	PREDICTED: MYB-like transcription factor ETC3 [Fragaria vesca subsp. vesca]
TRINITY_DN17098_c0_g1_i2	transcription factor bHLH91-like [Rosa chinensis]
TRINITY_DN17155_c1_g1_i1	PREDICTED: transcription factor DIVARICATA-like [Fragaria vesca subsp. vesca]
TRINITY_DN1719_c0_g1_i6	PREDICTED: transcription factor DIVARICATA [Fragaria vesca subsp. vesca]
TRINITY_DN17249_c0_g1_i1	PREDICTED: transcription factor WER-like [Fragaria vesca subsp. vesca]
TRINITY_DN17249_c0_g2_i1	PREDICTED: transcription factor WER-like [Fragaria vesca subsp. vesca]
TRINITY_DN17249_c1_g1_i1	PREDICTED: transcription factor MYB86-like [Fragaria vesca subsp. vesca]
TRINITY_DN17325_c0_g1_i7	mediator of RNA polymerase II transcription subunit 18-like [Rosa chinensis]
TRINITY_DN17419_c0_g1_i4	PREDICTED: general transcription factor 3C polypeptide 3-like, partial [Fragaria vesca subsp. vesca]
TRINITY_DN17499_c0_g1_i3	PREDICTED: probable WRKY transcription factor 3 [Fragaria vesca subsp. vesca]
TRINITY_DN17499_c0_g3_i1	probable WRKY transcription factor 3 isoform X1 [Rosa chinensis]
TRINITY_DN17529_c0_g1_i9	transcription factor ERF3 [Fragaria x ananassa]
TRINITY_DN17553_c0_g1_i2	PREDICTED: ethylene-responsive transcription factor TINY [Fragaria vesca subsp. vesca]
TRINITY_DN17600_c1_g1_i2	PREDICTED: transcription factor PCF1 [Fragaria vesca subsp. vesca]
TRINITY_DN1768_c0_g1_i11	PREDICTED: probable WRKY transcription factor 17 [Fragaria vesca subsp. vesca]
TRINITY_DN17700_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor ERF109-like [Fragaria vesca subsp. vesca]
TRINITY_DN17705_c0_g2_i1	PREDICTED: ethylene-responsive transcription factor ABR1-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN17788_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 15-like [Fragaria vesca subsp. vesca]
TRINITY_DN17788_c0_g2_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 15-like [Fragaria vesca subsp. vesca]
TRINITY_DN17810_c0_g1_i4	PREDICTED: transcription factor TGA6 isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN17812_c0_g1_i10	PREDICTED: probable WRKY transcription factor 53 [Fragaria vesca subsp. vesca]
TRINITY_DN17851_c0_g1_i10	PREDICTED: mediator of RNA polymerase II transcription subunit 34 isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN17879_c0_g1_i5	PREDICTED: transcriptional adapter ADA2b isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN17894_c0_g1_i7	PREDICTED: scarecrow-like transcription factor PAT1 [Fragaria vesca subsp. vesca]
TRINITY_DN17965_c0_g1_i1	transcription factor ERF27 [Fragaria x ananassa]
TRINITY_DN1801_c0_g1_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 7a-like [Fragaria vesca subsp. vesca]
TRINITY_DN18112_c0_g1_i1	transcription factor ERF28 [Fragaria x ananassa]
TRINITY_DN18115_c0_g1_i1	PREDICTED: probable mediator of RNA polymerase II transcription subunit 26b [Fragaria vesca subsp. vesca]
TRINITY_DN18148_c0_g1_i6	PREDICTED: GATA transcription factor 24-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN18226_c0_g1_i5	putative transcription factor TFIIB [Rosa chinensis]
TRINITY_DN18294_c0_g1_i1	transcription factor ERF26 [Fragaria x ananassa]
TRINITY_DN18336_c0_g1_i8	PREDICTED: transcription factor bHLH113-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN18352_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 6-like [Fragaria vesca subsp. vesca]
TRINITY_DN18442_c0_g1_i2	PREDICTED: transcription factor UNE12 [Fragaria vesca subsp. vesca]
TRINITY_DN18445_c0_g1_i6	PREDICTED: probable transcription factor PosF21 [Fragaria vesca subsp. vesca]
TRINITY_DN18484_c0_g1_i1	PREDICTED: transcription factor bHLH74 [Fragaria vesca subsp. vesca]
TRINITY_DN18525_c0_g1_i1	transcription repressor MYB6-like [Rosa chinensis]
TRINITY_DN1860_c0_g1_i1	PREDICTED: transcription factor GTE3, chloroplastic isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN18656_c0_g2_i2	PREDICTED: trihelix transcription factor GT-1 [Fragaria vesca subsp. vesca]
TRINITY_DN18656_c1_g1_i6	PREDICTED: trihelix transcription factor GT-1-like [Fragaria vesca subsp. vesca]
TRINITY_DN18759_c0_g1_i8	PREDICTED: transcription factor HY5 [Fragaria vesca subsp. vesca]
TRINITY_DN18768_c0_g1_i4	PREDICTED: general transcription factor 3C polypeptide 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN18913_c0_g1_i8	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN1898_c0_g1_i4	PREDICTED: probable WRKY transcription factor 70 [Fragaria vesca subsp. vesca]
TRINITY_DN19127_c0_g1_i3	transcription factor ERF10 [Fragaria x ananassa]
TRINITY_DN19196_c0_g1_i1	PREDICTED: transcription factor IIIA-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN19211_c0_g1_i4	NAC domain transcriptional regulator superfamily protein isoform 2 [Theobroma cacao]
TRINITY_DN19217_c0_g1_i5	PREDICTED: probable mediator of RNA polymerase II transcription subunit 37c [Fragaria vesca subsp. vesca]
TRINITY_DN19242_c0_g1_i3	PREDICTED: transcription factor UNE12 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN19271_c0_g1_i7	PREDICTED: probable WRKY transcription factor 13 [Fragaria vesca subsp. vesca]
TRINITY_DN1927_c0_g1_i3	PREDICTED: GATA transcription factor 9-like [Fragaria vesca subsp. vesca]
TRINITY_DN1927_c0_g2_i1	PREDICTED: GATA transcription factor 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN19291_c0_g1_i1	PREDICTED: RNA polymerase II transcriptional coactivator KIWI-like [Fragaria vesca subsp. vesca]
TRINITY_DN19291_c0_g2_i2	RNA polymerase II transcriptional coactivator KIWI-like [Rosa chinensis]
TRINITY_DN19344_c0_g1_i6	putative transcription elongation factor SPT5 homolog 1 [Rosa chinensis]
TRINITY_DN19380_c0_g1_i2	PREDICTED: transcription factor JUNGBRUNNEN 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN19382_c0_g1_i2	PREDICTED: transcription elongation factor B polypeptide 1 [Fragaria vesca subsp. vesca]
TRINITY_DN19443_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 34 isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN19443_c0_g2_i1	mediator of RNA polymerase II transcription subunit 34-like isoform X3 [Rosa chinensis]
TRINITY_DN19448_c0_g1_i7	PREDICTED: transcription factor E2FA isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN19460_c0_g1_i1	PREDICTED: B3 domain-containing transcription factor VRN1-like [Fragaria vesca subsp. vesca]
TRINITY_DN19505_c0_g1_i5	PREDICTED: transcription repressor OFP4 [Fragaria vesca subsp. vesca]
TRINITY_DN1972_c0_g1_i3	transcription factor TCP2 [Rosa chinensis]
TRINITY_DN1973_c0_g1_i7	PREDICTED: mediator of RNA polymerase II transcription subunit 15a isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN19785_c0_g1_i4	PREDICTED: transcription factor TCP7-like [Fragaria vesca subsp. vesca]
TRINITY_DN19822_c0_g1_i2	PREDICTED: transcription factor MYB108 [Fragaria vesca subsp. vesca]
TRINITY_DN19866_c0_g1_i4	PREDICTED: probable WRKY transcription factor 20 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN1986_c0_g1_i1	PREDICTED: transcription factor PIF1 [Fragaria vesca subsp. vesca]
TRINITY_DN19897_c0_g1_i4	PREDICTED: trihelix transcription factor GTL1 [Fragaria vesca subsp. vesca]
TRINITY_DN19902_c0_g1_i4	PREDICTED: transcription repressor OFP13 [Fragaria vesca subsp. vesca]
TRINITY_DN19902_c0_g2_i1	PREDICTED: transcription repressor OFP13 [Fragaria vesca subsp. vesca]
TRINITY_DN20002_c0_g2_i1	PREDICTED: membrane-bound transcription factor site-2 protease isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN20195_c0_g1_i3	transcription factor ERF6 [Fragaria x ananassa]
TRINITY_DN20221_c0_g2_i1	PREDICTED: NAC transcription factor 29-like [Fragaria vesca subsp. vesca]
TRINITY_DN20259_c0_g1_i1	transcription factor FAMA [Rosa chinensis]
TRINITY_DN2044_c0_g1_i8	PREDICTED: bZIP transcription factor 60 [Fragaria vesca subsp. vesca]
TRINITY_DN2045_c0_g1_i18	transcription factor AP218 [Fragaria x ananassa]
TRINITY_DN20514_c0_g1_i1	PREDICTED: heat stress transcription factor A-6b [Fragaria vesca subsp. vesca]
TRINITY_DN2061_c0_g2_i4	PREDICTED: probable WRKY transcription factor 31 [Fragaria vesca subsp. vesca]
TRINITY_DN2061_c1_g3_i1	PREDICTED: probable WRKY transcription factor 31 [Fragaria vesca subsp. vesca]
TRINITY_DN20645_c0_g1_i1	PREDICTED: transcription factor VIP1 [Fragaria vesca subsp. vesca]
TRINITY_DN20684_c0_g1_i1	PREDICTED: probable transcriptional regulatory protein At2g25830 [Fragaria vesca subsp. vesca]
TRINITY_DN20715_c0_g1_i3	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN20715_c0_g2_i2	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN20719_c0_g1_i2	PREDICTED: trihelix transcription factor GT-1 [Fragaria vesca subsp. vesca]
TRINITY_DN20734_c0_g1_i1	myb family transcription factor PHL8-like [Rosa chinensis]
TRINITY_DN2073_c0_g1_i5	PREDICTED: transcription factor TT2-like [Fragaria vesca subsp. vesca]
TRINITY_DN20755_c0_g1_i6	PREDICTED: GATA transcription factor 26-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN20775_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor SHINE 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN20785_c0_g1_i1	PREDICTED: probable transcription factor KAN3 [Fragaria vesca subsp. vesca]
TRINITY_DN21148_c0_g1_i4	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN2114_c0_g2_i1	PREDICTED: transcription initiation factor TFIID subunit 6 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN21150_c0_g1_i1	PREDICTED: transcription factor MYB108-like [Fragaria vesca subsp. vesca]
TRINITY_DN21430_c0_g1_i12	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN21449_c0_g1_i2	PREDICTED: probable WRKY transcription factor 70 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN21615_c0_g2_i2	transcription repressor OFP12-like [Rosa chinensis]
TRINITY_DN21636_c0_g1_i4	PREDICTED: transcription factor bHLH87 [Fragaria vesca subsp. vesca]
TRINITY_DN2167_c1_g1_i1	PREDICTED: NAC transcription factor 25 [Fragaria vesca subsp. vesca]
TRINITY_DN21706_c0_g1_i1	PREDICTED: NAC transcription factor 25-like [Fragaria vesca subsp. vesca]
TRINITY_DN2171_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 5 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN21804_c0_g1_i4	transcription factor E2FA isoform X1 [Rosa chinensis]
TRINITY_DN21900_c0_g1_i10	PREDICTED: myb family transcription factor APL-like [Fragaria vesca subsp. vesca]
TRINITY_DN21939_c0_g1_i4	transcription termination factor MTERF2, chloroplastic-like [Rosa chinensis]
TRINITY_DN22096_c0_g1_i13	PREDICTED: LOW QUALITY PROTEIN: general transcription factor IIH subunit 4 [Fragaria vesca subsp. vesca]
TRINITY_DN2210_c0_g1_i3	PREDICTED: ethylene-responsive transcription factor ERF109-like [Fragaria vesca subsp. vesca]
TRINITY_DN22131_c0_g1_i4	PREDICTED: transcription factor bHLH137 [Fragaria vesca subsp. vesca]
TRINITY_DN22192_c0_g1_i2	PREDICTED: transcription factor bHLH122-like [Fragaria vesca subsp. vesca]
TRINITY_DN22227_c0_g1_i1	PREDICTED: probable RNA polymerase II transcription factor B subunit 1-1 [Fragaria vesca subsp. vesca]
TRINITY_DN22285_c0_g1_i9	PREDICTED: mediator of RNA polymerase II transcription subunit 19a-like isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN2230_c0_g1_i4	PREDICTED: ethylene-responsive transcription factor 4 [Fragaria vesca subsp. vesca]
TRINITY_DN22322_c0_g1_i6	PREDICTED: transcription factor TCP5 [Fragaria vesca subsp. vesca]
TRINITY_DN22408_c0_g2_i1	B3 domain-containing transcription factor VRN1-like [Rosa chinensis]
TRINITY_DN22409_c0_g1_i9	PREDICTED: transcription factor PRE6 [Fragaria vesca subsp. vesca]
TRINITY_DN22466_c0_g1_i1	PREDICTED: transcription factor TFIIIB component B''-like [Fragaria vesca subsp. vesca]
TRINITY_DN2247_c0_g1_i5	PREDICTED: probable mediator of RNA polymerase II transcription subunit 26c [Fragaria vesca subsp. vesca]
TRINITY_DN22572_c0_g1_i1	putative transcription factor Homobox-WOX family [Rosa chinensis]
TRINITY_DN22616_c0_g1_i1	trihelix transcription factor GT-2D [Fragaria x ananassa]
TRINITY_DN22719_c0_g1_i3	transcription factor MYB88 isoform X4 [Arachis duranensis]
TRINITY_DN22731_c0_g1_i4	PREDICTED: transcription factor bHLH62 [Fragaria vesca subsp. vesca]
TRINITY_DN22798_c0_g2_i1	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN22873_c0_g1_i1	heat shock transcription factor protein 8 [Fragaria x ananassa]
TRINITY_DN22893_c2_g1_i1	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN22905_c0_g1_i13	PREDICTED: transcription factor TT2-like [Fragaria vesca subsp. vesca]
TRINITY_DN22939_c0_g1_i5	PREDICTED: transcription factor TCP5 [Fragaria vesca subsp. vesca]
TRINITY_DN22975_c0_g1_i4	transcription factor MYB28-like [Fragaria vesca]
TRINITY_DN22975_c0_g2_i1	transcription factor MYB28-like [Fragaria vesca]
TRINITY_DN23097_c0_g1_i5	PREDICTED: probable WRKY transcription factor 71 [Fragaria vesca subsp. vesca]
TRINITY_DN23158_c1_g1_i2	PREDICTED: ethylene-responsive transcription factor ERF118-like [Fragaria vesca subsp. vesca]
TRINITY_DN23158_c1_g2_i2	transcription factor ERF45 [Fragaria x ananassa]
TRINITY_DN23194_c0_g1_i2	PREDICTED: transcriptional corepressor LEUNIG-like [Fragaria vesca subsp. vesca]
TRINITY_DN23229_c0_g1_i5	PREDICTED: MADS-box transcription factor 6-like [Fragaria vesca subsp. vesca]
TRINITY_DN23229_c0_g2_i3	PREDICTED: MADS-box transcription factor 6-like [Fragaria vesca subsp. vesca]
TRINITY_DN2326_c0_g1_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 20a [Fragaria vesca subsp. vesca]
TRINITY_DN2326_c1_g1_i5	PREDICTED: mediator of RNA polymerase II transcription subunit 20a [Fragaria vesca subsp. vesca]
TRINITY_DN23300_c0_g2_i2	PREDICTED: WRKY transcription factor 44 [Fragaria vesca subsp. vesca]
TRINITY_DN23386_c1_g1_i1	PREDICTED: MADS-box transcription factor 23-like [Fragaria vesca subsp. vesca]
TRINITY_DN23483_c0_g1_i3	PREDICTED: ethylene-responsive transcription factor ERF071 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN23505_c1_g1_i1	PREDICTED: transcription factor bHLH123-like [Fragaria vesca subsp. vesca]
TRINITY_DN23623_c0_g1_i6	PREDICTED: transcription factor TFIIIB component B'' homolog [Fragaria vesca subsp. vesca]
TRINITY_DN23644_c0_g2_i3	PREDICTED: transcription factor JUNGBRUNNEN 1 [Fragaria vesca subsp. vesca]
TRINITY_DN23659_c0_g1_i2	PREDICTED: transcription factor bHLH106 [Fragaria vesca subsp. vesca]
TRINITY_DN2369_c0_g1_i4	PREDICTED: transcription factor bHLH49 [Fragaria vesca subsp. vesca]
TRINITY_DN23707_c0_g2_i1	PREDICTED: transcription factor WER-like [Fragaria vesca subsp. vesca]
TRINITY_DN23707_c1_g1_i1	PREDICTED: transcription factor WER-like [Fragaria vesca subsp. vesca]
TRINITY_DN23745_c0_g1_i8	PREDICTED: transcription initiation factor TFIID subunit 7 [Fragaria vesca subsp. vesca]
TRINITY_DN23771_c0_g2_i2	PREDICTED: transcription factor BEE 3 [Fragaria vesca subsp. vesca]
TRINITY_DN23933_c0_g1_i5	PREDICTED: GATA transcription factor 21 [Fragaria vesca subsp. vesca]
TRINITY_DN24047_c0_g1_i5	PREDICTED: transcription factor RAX2 [Fragaria vesca subsp. vesca]
TRINITY_DN24064_c0_g1_i10	PREDICTED: probable WRKY transcription factor 41 [Fragaria vesca subsp. vesca]
TRINITY_DN24098_c0_g1_i3	PREDICTED: transcription factor bHLH51 [Fragaria vesca subsp. vesca]
TRINITY_DN24098_c0_g2_i1	PREDICTED: transcription factor bHLH51 [Fragaria vesca subsp. vesca]
TRINITY_DN24124_c0_g1_i3	PREDICTED: probable WRKY transcription factor 23 [Fragaria vesca subsp. vesca]
TRINITY_DN24216_c0_g1_i3	transcription factor ERF7 [Fragaria x ananassa]
TRINITY_DN24216_c0_g2_i2	PREDICTED: ethylene-responsive transcription factor RAP2-10 [Fragaria vesca subsp. vesca]
TRINITY_DN24240_c0_g2_i4	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN242_c0_g1_i3	PREDICTED: transcription factor bHLH66-like [Fragaria vesca subsp. vesca]
TRINITY_DN24327_c1_g1_i2	PREDICTED: transcription factor EGL1 [Fragaria vesca subsp. vesca]
TRINITY_DN24484_c0_g2_i1	PREDICTED: transcription repressor OFP6 [Fragaria vesca subsp. vesca]
TRINITY_DN24508_c0_g1_i8	PREDICTED: transcription initiation factor TFIID subunit 9 [Fragaria vesca subsp. vesca]
TRINITY_DN2466_c0_g1_i3	transcription factor ERF5 [Fragaria x ananassa]
TRINITY_DN24754_c0_g1_i1	PREDICTED: transcription factor MYB108-like [Fragaria vesca subsp. vesca]
TRINITY_DN24781_c0_g1_i4	PREDICTED: transcription initiation factor IIB-2-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24781_c0_g2_i2	PREDICTED: transcription initiation factor IIB-2-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN24835_c0_g1_i11	PREDICTED: transcription factor TFIIIB component B'' homolog [Fragaria vesca subsp. vesca]
TRINITY_DN24835_c0_g2_i6	PREDICTED: transcription factor TFIIIB component B'' homolog [Fragaria vesca subsp. vesca]
TRINITY_DN24845_c0_g1_i2	PREDICTED: transcription factor SCREAM2 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24873_c0_g2_i2	PREDICTED: probable WRKY transcription factor 75 [Fragaria vesca subsp. vesca]
TRINITY_DN24944_c0_g1_i4	PREDICTED: B3 domain-containing transcription factor FUS3-like [Fragaria vesca subsp. vesca]
TRINITY_DN24985_c0_g1_i1	PREDICTED: transcription repressor OFP6 [Fragaria vesca subsp. vesca]
TRINITY_DN25003_c0_g1_i1	PREDICTED: B3 domain-containing transcription factor FUS3-like [Fragaria vesca subsp. vesca]
TRINITY_DN25147_c0_g1_i4	putative transcription factor WRKY family [Rosa chinensis]
TRINITY_DN2514_c0_g1_i5	PREDICTED: nuclear transcription factor Y subunit A-1 [Fragaria vesca subsp. vesca]
TRINITY_DN25210_c0_g1_i2	PREDICTED: probable WRKY transcription factor 70 [Fragaria vesca subsp. vesca]
TRINITY_DN25391_c0_g1_i1	PREDICTED: heat stress transcription factor A-6b [Fragaria vesca subsp. vesca]
TRINITY_DN25396_c0_g1_i7	heat shock transcription factor protein 5 [Fragaria x ananassa]
TRINITY_DN25396_c1_g1_i2	heat shock transcription factor protein 5 [Fragaria x ananassa]
TRINITY_DN25413_c0_g1_i1	PREDICTED: transcription factor bHLH93-like [Fragaria vesca subsp. vesca]
TRINITY_DN25440_c0_g1_i1	PREDICTED: probable WRKY transcription factor 70 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25581_c0_g2_i2	PREDICTED: nuclear transcription factor Y subunit B-1-like [Fragaria vesca subsp. vesca]
TRINITY_DN25625_c0_g2_i1	PREDICTED: transcription factor IBH1-like [Fragaria vesca subsp. vesca]
TRINITY_DN25765_c0_g1_i1	PREDICTED: probable WRKY transcription factor 27 [Fragaria vesca subsp. vesca]
TRINITY_DN25794_c0_g1_i15	PREDICTED: transcription factor IIIB 90 kDa subunit-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25815_c0_g1_i1	PREDICTED: transcription factor bHLH93-like [Fragaria vesca subsp. vesca]
TRINITY_DN2583_c0_g1_i6	PREDICTED: probable mediator of RNA polymerase II transcription subunit 26c [Fragaria vesca subsp. vesca]
TRINITY_DN25879_c0_g2_i3	transcription factor ERF18 [Fragaria x ananassa]
TRINITY_DN26017_c0_g1_i3	PREDICTED: transcription factor MYB59 [Fragaria vesca subsp. vesca]
TRINITY_DN26017_c0_g2_i4	PREDICTED: transcription factor MYB59 [Fragaria vesca subsp. vesca]
TRINITY_DN2609_c0_g1_i2	PREDICTED: B3 domain-containing transcription repressor VAL2 [Fragaria vesca subsp. vesca]
TRINITY_DN2609_c0_g2_i4	PREDICTED: B3 domain-containing transcription repressor VAL2 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN26161_c0_g1_i1	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN2617_c0_g1_i1	nuclear transcription factor Y subunit B-3-like [Rosa chinensis]
TRINITY_DN26291_c0_g1_i6	transcription factor bHLH3-delta [Fragaria x ananassa]
TRINITY_DN2629_c2_g1_i1	PREDICTED: ethylene-responsive transcription factor TINY [Fragaria vesca subsp. vesca]
TRINITY_DN263_c0_g1_i4	PREDICTED: transcription factor MYB44-like [Fragaria vesca subsp. vesca]
TRINITY_DN2640_c0_g1_i1	PREDICTED: transcription factor LHW [Fragaria vesca subsp. vesca]
TRINITY_DN26723_c0_g1_i1	PREDICTED: WRKY transcription factor 55 [Fragaria vesca subsp. vesca]
TRINITY_DN26976_c0_g3_i2	PREDICTED: transcription factor TCP19 [Fragaria vesca subsp. vesca]
TRINITY_DN2701_c0_g1_i8	transcription factor ERF46 [Fragaria x ananassa]
TRINITY_DN27046_c0_g1_i5	PREDICTED: transcription factor GTE6 [Fragaria vesca subsp. vesca]
TRINITY_DN27075_c0_g1_i1	trihelix transcription factor GT-2A [Fragaria x ananassa]
TRINITY_DN27099_c0_g2_i3	GATA transcription factor 25 [Hibiscus syriacus]
TRINITY_DN270_c1_g1_i5	transcription factor ERF21 [Fragaria x ananassa]
TRINITY_DN27174_c0_g1_i1	PREDICTED: probable WRKY transcription factor 75 [Fragaria vesca subsp. vesca]
TRINITY_DN27241_c0_g1_i1	PREDICTED: probable transcriptional regulatory protein At2g25830 [Fragaria vesca subsp. vesca]
TRINITY_DN27244_c0_g1_i1	PREDICTED: AP2-like ethylene-responsive transcription factor TOE3 [Fragaria vesca subsp. vesca]
TRINITY_DN27244_c0_g2_i2	PREDICTED: AP2-like ethylene-responsive transcription factor TOE3 [Fragaria vesca subsp. vesca]
TRINITY_DN27324_c0_g1_i2	transcription factor ERF45 [Fragaria x ananassa]
TRINITY_DN2733_c0_g1_i4	PREDICTED: transcription initiation factor IIF subunit beta [Fragaria vesca subsp. vesca]
TRINITY_DN27486_c0_g1_i10	transcription factor bHLH3 [Fragaria x ananassa]
TRINITY_DN27490_c0_g1_i3	PREDICTED: transcriptional activator Myb [Fragaria vesca subsp. vesca]
TRINITY_DN27546_c0_g1_i2	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN27608_c0_g1_i1	PREDICTED: transcription activator GLK1-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN27640_c0_g1_i2	PREDICTED: probable transcription factor KAN4 [Fragaria vesca subsp. vesca]
TRINITY_DN27658_c0_g1_i5	PREDICTED: transcription repressor OFP8 [Fragaria vesca subsp. vesca]
TRINITY_DN27710_c0_g1_i9	PREDICTED: LOW QUALITY PROTEIN: MADS-box transcription factor 23-like [Fragaria vesca subsp. vesca]
TRINITY_DN27710_c0_g2_i6	PREDICTED: LOW QUALITY PROTEIN: MADS-box transcription factor 23-like [Fragaria vesca subsp. vesca]
TRINITY_DN27736_c0_g1_i4	PREDICTED: AP2-like ethylene-responsive transcription factor At1g16060 [Fragaria vesca subsp. vesca]
TRINITY_DN27736_c0_g2_i2	PREDICTED: AP2-like ethylene-responsive transcription factor At1g16060 [Fragaria vesca subsp. vesca]
TRINITY_DN27752_c0_g1_i1	PREDICTED: transcription factor MYB86-like [Fragaria vesca subsp. vesca]
TRINITY_DN2785_c0_g3_i1	PREDICTED: transcription initiation factor TFIID subunit 14b-like [Fragaria vesca subsp. vesca]
TRINITY_DN2794_c0_g1_i2	PREDICTED: trihelix transcription factor GTL1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN27992_c0_g1_i2	PREDICTED: MADS-box transcription factor 25 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN28047_c0_g1_i3	putative transcription factor C3H family [Rosa chinensis]
TRINITY_DN28155_c0_g1_i5	putative post-transcriptional gene silencing PAZ-Argonaute family [Rosa chinensis]
TRINITY_DN2817_c0_g1_i4	PREDICTED: transcription factor bHLH106-like [Fragaria vesca subsp. vesca]
TRINITY_DN28207_c0_g1_i3	PREDICTED: trihelix transcription factor GT-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN28234_c0_g1_i3	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN28273_c1_g1_i13	transcription factor IIIB 70 kDa subunit-like isoform X1 [Rosa chinensis]
TRINITY_DN28355_c0_g1_i1	PREDICTED: transcription factor WER-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN28425_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor ERF107-like [Fragaria vesca subsp. vesca]
TRINITY_DN28469_c0_g1_i7	PREDICTED: AP2-like ethylene-responsive transcription factor AIL5 [Fragaria vesca subsp. vesca]
TRINITY_DN28477_c1_g1_i4	PREDICTED: transcription factor SPATULA-like [Fragaria vesca subsp. vesca]
TRINITY_DN28545_c0_g1_i1	PREDICTED: probable WRKY transcription factor 7 [Fragaria vesca subsp. vesca]
